Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
181,342,868,784,648,1358,976
102,391,898,816,654,1299,972
94,399,896,821,650,1306,954
124,388,900,645,650,1233,831
154,358,928,628,631,1068,740
197,358,928,688,629,1040,706
259,358,928,697,629,989,621
330,358,878,736,507,945,621
330,355,770,739,439,977,604
297,378,708,700,384,1094,534
297,378,705,700,388,1112,510
297,378,705,725,340,1112,510
297,378,476,725,326,1158,475
297,378,428,725,258,1108,475
297,370,428,725,257,917,475
317,370,309,731,250,852,475
297,388,311,735,247,888,475
292,375,309,735,247,930,475
292,312,347,735,247,927,475
287,297,316,735,290,811,475
295,296,321,735,492,801,469
295,215,351,735,578,803,419
283,219,359,732,578,857,384
283,219,359,552,578,825,347
283,219,339,475,578,696,347
283,219,339,471,578,673,132
288,211,337,471,505,685,128
314,211,337,471,492,674,107
314,211,337,500,448,674,102
314,211,337,373,471,669,102
314,181,367,311,451,598,102
352,181,342,289,479,716,83
360,102,391,228,473,724,136
390,94,399,198,473,730,107
360,124,388,190,473,747,66
330,154,358,275,473,747,66
287,197,358,276,473,747,66
225,259,358,267,473,747,90
154,330,358,228,475,747,92
154,330,355,486,475,715,92
144,297,378,507,475,598,198
144,297,378,507,476,579,279
186,297,378,533,540,579,370
186,297,378,533,683,532,370
186,297,378,632,721,532,398
186,297,370,632,776,521,413
179,317,370,626,776,515,433
187,297,388,627,935,453,444
187,292,375,627,983,360,479
187,292,312,627,983,392,638
218,287,297,693,945,418,724
255,295,296,693,743,423,724
364,295,215,693,662,437,762
425,283,219,693,662,379,902
425,283,219,693,703,378,903
433,283,219,693,703,331,903
433,283,219,693,703,331,903
428,288,211,693,703,326,903
402,314,211,765,703,321,951
402,314,211,866,709,330,1112
402,314,211,871,639,367,1159
402,314,181,893,648,386,1177
364,352,181,972,594,291,1183
356,360,102,1100,594,354,1123
435,390,94,1106,594,341,1195
435,360,124,1096,594,318,1443
435,330,154,1008,594,330,1443
488,287,197,947,594,345,1443
488,225,259,947,594,345,1419
528,154,330,947,592,567,1417
630,154,330,940,650,653,1417
633,144,297,919,685,658,1311
648,144,297,1062,684,658,1261
611,186,297,1073,661,658,1204
674,186,297,1164,711,658,1278
674,186,297,1100,757,658,1250
711,186,297,1129,702,746,1235
698,179,317,1129,702,746,1220
690,187,297,1151,543,824,1237
726,187,292,1151,879,841,1290
741,187,292,1151,879,836,1175
760,218,287,1151,874,810,1213
754,255,295,1151,874,805,1267
864,364,295,1158,869,846,1230
811,425,283,1160,882,848,1122
1097,425,283,1160,889,848,1173
1101,433,283,1160,889,876,1266
1102,433,283,1160,889,876,1383
1104,428,288,1160,889,869,1425
1104,402,314,1088,905,1109,1448
1105,402,314,958,893,1100,1409
1105,402,314,953,892,1063,1376
1164,402,314,931,881,1044,1399
1164,364,352,852,888,977,1401
1164,356,360,724,888,906,1398
1055,435,390,716,888,906,1374
1055,435,360,716,888,1077,1320
1055,435,330,716,888,1153,1495
1002,488,287,716,888,1138,1529
1002,488,225,716,888,1138,1589
962,528,154,716,898,916,1618
860,630,154,462,892,870,1618
857,633,144,462,896,895,1713
859,648,144,319,933,895,1689
854,611,186,340,888,900,1656
812,674,186,378,694,967,1583
833,674,186,344,655,971,1591
811,711,186,315,750,883,1593
811,698,179,319,750,883,1588
937,690,187,299,750,805,1560
1032,726,187,304,366,808,1472
1032,741,187,304,471,765,1428
989,760,218,238,490,766,1304
946,754,255,238,508,832,1307
729,864,364,231,511,820,1382
735,811,425,267,498,821,1417
451,1097,425,272,508,821,1369
458,1101,433,276,705,793,1313
457,1102,433,276,727,793,1197
467,1104,428,276,727,793,1155
552,1104,402,317,711,622,1084
590,1105,402,317,749,801,962
590,1105,402,447,749,854,992
531,1164,402,468,754,854,995
536,1164,364,468,747,854,987
536,1164,356,471,747,854,984
536,1055,435,471,747,869,936
542,1055,435,494,786,704,834
598,1055,435,494,786,690,659
729,1002,488,536,786,904,625
829,1002,488,597,786,904,565
832,962,528,597,776,904,840
971,860,630,597,743,864,881
1021,857,633,605,704,879,810
1004,859,648,605,663,879,899
1004,854,611,522,832,874,907
997,812,674,433,855,828,906
977,833,674,777,810,877,903
980,811,711,777,935,880,901
980,811,698,885,935,880,901
854,937,690,1024,935,888,952
725,1032,726,1110,935,869,1009
710,1032,741,1225,830,865,1035
705,989,760,1237,811,864,1035
700,946,754,1237,793,839,1028
728,729,864,1237,790,812,963
714,735,811,1199,793,809,974
712,451,1097,1196,735,922,1304
718,458,1101,1302,538,922,1268
753,457,1102,1326,516,941,1267
805,467,1104,1326,533,943,1267
861,552,1104,1474,533,871,1267
822,590,1105,1829,495,692,1267
822,590,1105,1722,495,639,1223
822,531,1164,1777,490,639,1179
817,536,1164,1787,490,639,1179
817,536,1164,1784,490,639,1179
817,536,1055,1784,591,627,1179
811,542,1055,1761,552,685,1087
770,598,1055,1761,626,687,1196
639,729,1002,1719,816,473,1202
540,829,1002,1658,819,683,1207
579,832,962,1696,819,741,912
440,971,860,1877,800,758,871
401,1021,857,1921,800,713,847
402,1004,859,1922,800,713,751
656,1004,854,1922,631,713,771
642,997,812,1882,608,707,772
651,977,833,1565,608,1057,767
633,980,811,1565,389,1283,767
633,980,811,1453,482,1283,767
633,854,937,1379,482,1275,716
676,725,1032,1376,482,1274,659
734,710,1032,1261,482,1268,710
753,705,989,1249,482,1268,729
753,700,946,1249,482,1227,679
723,728,729,1249,576,1209,668
723,714,735,1249,573,1209,590
723,712,451,1247,573,1096,256
698,718,458,1206,573,1100,255
663,753,457,1386,573,1081,312
599,805,467,1387,556,1079,312
458,861,552,1212,556,1079,312
458,822,590,858,556,1079,479
458,822,590,839,556,1079,489
458,822,531,763,556,1079,530
458,817,536,812,556,1155,530
458,817,536,825,556,1253,530
458,817,536,959,455,1302,544
458,811,542,959,455,1264,549
443,770,598,959,381,1190,440
501,639,729,988,396,1257,434
505,540,829,989,432,1091,429
478,579,832,951,458,1033,420
500,440,971,770,476,1065,420
490,401,1021,718,476,1065,425
490,402,1004,717,568,1065,476
237,656,1004,717,694,1065,447
239,642,997,717,740,1052,446
229,651,977,689,740,649,446
229,633,980,689,739,420,446
229,633,980,720,646,428,446
229,633,854,722,648,491,446
245,676,725,634,650,491,456
270,734,710,634,650,491,379
251,753,705,727,650,491,360
251,753,700,762,650,491,360
251,723,728,762,556,510,374
251,723,714,762,556,510,375
255,723,712,799,558,511,375
279,698,718,730,600,515,375
279,663,753,526,605,515,318
279,599,805,525,605,515,318
279,458,861,512,605,679,318
283,458,822,511,605,682,151
295,458,822,507,605,702,380
295,458,822,523,605,760,352
295,458,817,531,605,734,352
299,458,817,518,639,689,352
310,458,817,385,684,637,338
336,458,811,406,761,611,333
369,443,770,423,942,609,333
311,501,639,394,771,542,333
306,505,540,519,740,505,406
293,478,579,627,806,506,409
271,500,440,708,788,457,509
270,490,401,804,845,569,615
269,490,402,858,797,618,592
268,237,656,1013,671,668,624
266,239,642,1046,628,674,624
266,229,651,1134,629,674,680
266,229,633,1138,639,674,690
266,229,633,1108,642,670,690
266,229,633,1034,802,634,690
207,245,676,1034,955,634,680
126,270,734,1035,955,640,680
124,251,753,944,955,642,826
124,251,753,909,955,648,832
124,251,723,909,955,657,856
124,251,723,924,959,720,855
120,255,723,888,1143,729,873
96,279,698,888,1155,737,873
97,279,663,890,1187,737,893
97,279,599,891,1189,737,937
97,279,458,893,1349,573,946
93,283,458,893,1453,570,946
87,295,458,930,1547,550,716
95,295,458,915,1547,527,707
116,295,458,848,1558,553,826
167,299,458,850,1538,508,1158
579,310,458,849,1549,561,1221
589,336,458,832,1473,654,1252
564,369,443,820,1367,778,1270
698,311,501,821,1388,848,1373
708,306,505,722,1416,842,1403
784,293,478,754,1408,841,1452
784,271,500,702,1425,854,1500
788,270,490,612,1467,743,1412
860,269,490,559,1437,694,1394
1055,268,237,410,1438,644,1362
1208,266,239,388,1438,636,1362
1302,266,229,306,1437,641,1306
1608,266,229,302,1427,641,1296
1659,266,229,332,1424,637,1296
1671,266,229,347,1262,637,1296
1669,207,245,377,1107,643,1296
1690,126,270,480,1112,642,1296
1719,124,251,495,1119,661,1150
1737,124,251,577,1143,657,1144
1758,124,251,717,1316,630,1106
1776,124,251,809,1323,567,1106
1779,120,255,883,1214,557,1088
1779,96,279,884,1217,541,1088
1778,97,279,882,1180,541,1090
1783,97,279,883,1209,541,1047
1826,97,279,887,1049,541,1040
1841,93,283,889,1079,541,1108
1872,87,295,852,1040,541,1111
1883,95,295,851,1127,520,1108
2057,116,295,901,1119,444,989
2057,167,299,1010,1106,436,657
1690,579,310,1092,1050,383,610
1871,589,336,1091,1049,290,580
1902,564,369,1086,974,169,667
1787,698,311,1314,919,99,588
1792,708,306,1335,886,98,546
1719,784,293,1203,802,98,497
1719,784,271,1293,798,85,389
1715,788,270,1287,706,84,367
1654,860,269,1306,692,84,411
1464,1055,268,1325,691,84,430
1311,1208,266,1365,709,84,430
1217,1302,266,1364,709,88,434
911,1608,266,1415,709,88,448
860,1659,266,1384,774,88,534
852,1671,266,1369,845,81,654
897,1669,207,1359,845,263,683
948,1690,126,1255,840,365,690
1015,1719,124,1248,833,356,694
1006,1737,124,1166,815,354,748
985,1758,124,1026,645,381,803
967,1776,124,919,634,750,803
964,1779,120,844,602,750,815
973,1779,96,868,549,750,815
973,1778,97,898,549,750,793
968,1783,97,896,519,750,792
925,1826,97,900,535,750,790
941,1841,93,928,468,750,722
904,1872,87,928,417,750,746
903,1883,95,928,351,736,780
708,2057,116,878,357,736,991
653,2057,167,770,441,764,994
597,1690,579,708,604,771,978
380,1871,589,705,607,778,1049
341,1902,564,705,644,775,1086
323,1787,698,476,644,775,1304
308,1792,708,428,641,786,1243
303,1719,784,428,641,786,1240
303,1719,784,309,628,888,1200
303,1715,788,311,621,1042,1199
292,1654,860,309,622,1063,1145
290,1464,1055,347,622,1083,1126
309,1311,1208,316,601,1086,1126
341,1217,1302,321,620,1077,1122
343,911,1608,351,627,1080,1108
344,860,1659,359,562,1148,1022
357,852,1671,359,517,1139,902
357,897,1669,339,556,951,873
283,948,1690,339,556,848,866
187,1015,1719,337,556,837,884
178,1006,1737,337,570,837,830
181,985,1758,337,574,835,775
186,967,1776,337,708,485,775
192,964,1779,367,708,485,763
183,973,1779,342,749,485,776
183,973,1778,391,778,485,835
183,968,1783,399,804,489,835
183,925,1826,388,982,489,914
154,941,1841,358,935,508,1079
155,904,1872,358,931,510,1071
174,903,1883,358,910,510,1087
202,708,2057,358,901,632,920
202,653,2057,355,816,672,917
221,597,1690,378,692,720,917
221,380,1871,378,689,713,846
221,341,1902,378,652,765,704
224,323,1787,378,652,780,463
226,308,1792,378,652,837,513
226,303,1719,370,652,838,715
226,303,1719,370,652,743,786
227,303,1715,388,652,592,812
227,292,1654,375,651,571,863
224,290,1464,312,651,551,892
221,309,1311,297,651,548,1008
272,341,1217,296,632,548,1018
271,343,911,215,625,545,1018
270,344,860,219,628,477,1022
253,357,852,219,782,466,1055
208,357,897,219,820,466,1231
208,283,948,219,824,462,1254
208,187,1015,211,824,534,1232
208,178,1006,211,804,547,1251
205,181,985,211,797,571,1251
200,186,967,211,790,600,1256
194,192,964,181,807,622,1327
194,183,973,181,784,648,1358
194,183,973,102,816,654,1299
194,183,968,94,821,650,1306
194,183,925,124,645,650,1233
192,154,941,154,628,631,1068
198,155,904,197,688,629,1040
161,174,903,259,697,629,989
133,202,708,330,736,507,945
133,202,653,330,739,439,977
119,221,597,297,700,384,1094
119,221,380,297,700,388,1112
174,221,341,297,725,340,1112
218,224,323,297,725,326,1158
238,226,308,297,725,258,1108
317,226,303,297,725,257,917
317,226,303,317,731,250,852
316,227,303,297,735,247,888
316,227,292,292,735,247,930
316,224,290,292,735,247,927
312,221,309,287,735,290,811
252,272,341,295,735,492,801
318,271,343,295,735,578,803
358,270,344,283,732,578,857
402,253,357,283,552,578,825
423,208,357,283,475,578,696
517,208,283,283,471,578,673
612,208,187,288,471,505,685
690,208,178,314,471,492,674
846,205,181,314,500,448,674
915,200,186,314,373,471,669
917,194,192,314,311,451,598
917,194,183,352,289,479,716
961,194,183,360,228,473,724
961,194,183,390,198,473,730
1193,194,183,360,190,473,747
1193,192,154,330,275,473,747
1186,198,155,287,276,473,747
1264,161,174,225,267,473,747
1330,133,202,154,228,475,747
1330,133,202,154,486,475,715
1327,119,221,144,507,475,598
1358,119,221,144,507,476,579
1303,174,221,186,533,540,579
1297,218,224,186,533,683,532
1275,238,226,186,632,721,532
1196,317,226,186,632,776,521
1196,317,226,179,626,776,515
1238,316,227,187,627,935,453
1262,316,227,187,627,983,360
1265,316,224,187,627,983,392
1260,312,221,218,693,945,418
1238,252,272,255,693,743,423
1182,318,271,364,693,662,437
1258,358,270,425,693,662,379
1214,402,253,425,693,703,378
1193,423,208,433,693,703,331
1099,517,208,433,693,703,331
1004,612,208,428,693,703,326
926,690,208,402,765,703,321
770,846,205,402,866,709,330
701,915,200,402,871,639,367
700,917,194,402,893,648,386
700,917,194,364,972,594,291
701,961,194,356,1100,594,354
704,961,194,435,1106,594,341
472,1193,194,435,1096,594,318
754,1193,192,435,1008,594,330
772,1186,198,488,947,594,345
695,1264,161,488,947,594,345
708,1330,133,528,947,592,567
750,1330,133,630,940,650,653
748,1327,119,633,919,685,658
717,1358,119,648,1062,684,658
717,1303,174,611,1073,661,658
819,1297,218,674,1164,711,658
822,1275,238,674,1100,757,658
889,1196,317,711,1129,702,746
889,1196,317,698,1129,702,746
857,1238,316,690,1151,543,824
963,1262,316,726,1151,879,841
960,1265,316,741,1151,879,836
954,1260,312,760,1151,874,810
970,1238,252,754,1151,874,805
1165,1182,318,864,1158,869,846
1083,1258,358,811,1160,882,848
1084,1214,402,1097,1160,889,848
1084,1193,423,1101,1160,889,876
1152,1099,517,1102,1160,889,876
1152,1004,612,1104,1160,889,869
1152,926,690,1104,1088,905,1109
1152,770,846,1105,958,893,1100
1154,701,915,1105,953,892,1063
1206,700,917,1164,931,881,1044
1207,700,917,1164,852,888,977
1162,701,961,1164,724,888,906
1159,704,961,1055,716,888,906
1159,472,1193,1055,716,888,1077
877,754,1193,1055,716,888,1153
980,772,1186,1002,716,888,1138
1038,695,1264,1002,716,888,1138
961,708,1330,962,716,898,916
1062,750,1330,860,462,892,870
1071,748,1327,857,462,896,895
1074,717,1358,859,319,933,895
1159,717,1303,854,340,888,900
1215,819,1297,812,378,694,967
1508,822,1275,833,344,655,971
1592,889,1196,811,315,750,883
1614,889,1196,811,319,750,883
1609,857,1238,937,299,750,805
1480,963,1262,1032,304,366,808
1480,960,1265,1032,304,471,765
1479,954,1260,989,238,490,766
1462,970,1238,946,238,508,832
1281,1165,1182,729,231,511,820
1247,1083,1258,735,267,498,821
1246,1084,1214,451,272,508,821
1246,1084,1193,458,276,705,793
1178,1152,1099,457,276,727,793
1178,1152,1004,467,276,727,793
1360,1152,926,552,317,711,622
1392,1152,770,590,317,749,801
1390,1154,701,590,447,749,854
1375,1206,700,531,468,754,854
1374,1207,700,536,468,747,854
1398,1162,701,536,471,747,854
1399,1159,704,536,471,747,869
1399,1159,472,542,494,786,704
1402,877,754,598,494,786,690
1392,980,772,729,536,786,904
1339,1038,695,829,597,786,904
1340,961,708,832,597,776,904
1197,1062,750,971,597,743,864
1194,1071,748,1021,605,704,879
1191,1074,717,1004,605,663,879
1106,1159,717,1004,522,832,874
906,1215,819,997,433,855,828
610,1508,822,977,777,810,877
459,1592,889,980,777,935,880
443,1614,889,980,885,935,880
438,1609,857,854,1024,935,888
437,1480,963,725,1110,935,869
437,1480,960,710,1225,830,865
437,1479,954,705,1237,811,864
445,1462,970,700,1237,793,839
551,1281,1165,728,1237,790,812
551,1247,1083,714,1199,793,809
604,1246,1084,712,1196,735,922
605,1246,1084,718,1302,538,922
608,1178,1152,753,1326,516,941
608,1178,1152,805,1326,533,943
426,1360,1152,861,1474,533,871
394,1392,1152,822,1829,495,692
395,1390,1154,822,1722,495,639
357,1375,1206,822,1777,490,639
421,1374,1207,817,1787,490,639
397,1398,1162,817,1784,490,639
396,1399,1159,817,1784,591,627
396,1399,1159,811,1761,552,685
407,1402,877,770,1761,626,687
296,1392,980,639,1719,816,473
290,1339,1038,540,1658,819,683
287,1340,961,579,1696,819,741
287,1197,1062,440,1877,800,758
281,1194,1071,401,1921,800,713
281,1191,1074,402,1922,800,713
281,1106,1159,656,1922,631,713
342,906,1215,642,1882,608,707
383,610,1508,651,1565,608,1057
383,459,1592,633,1565,389,1283
390,443,1614,633,1453,482,1283
410,438,1609,633,1379,482,1275
454,437,1480,676,1376,482,1274
454,437,1480,734,1261,482,1268
454,437,1479,753,1249,482,1268
446,445,1462,753,1249,482,1227
315,551,1281,723,1249,576,1209
335,551,1247,723,1249,573,1209
323,604,1246,723,1247,573,1096
322,605,1246,698,1206,573,1100
349,608,1178,663,1386,573,1081
418,608,1178,599,1387,556,1079
667,426,1360,458,1212,556,1079
728,394,1392,458,858,556,1079
763,395,1390,458,839,556,1079
763,357,1375,458,763,556,1079
699,421,1374,458,812,556,1155
706,397,1398,458,825,556,1253
767,396,1399,458,959,455,1302
962,396,1399,458,959,455,1264
951,407,1402,443,959,381,1190
986,296,1392,501,988,396,1257
1014,290,1339,505,989,432,1091
1034,287,1340,478,951,458,1033
1040,287,1197,500,770,476,1065
1040,281,1194,490,718,476,1065
1066,281,1191,490,717,568,1065
1184,281,1106,237,717,694,1065
1170,342,906,239,717,740,1052
1373,383,610,229,689,740,649
1402,383,459,229,689,739,420
1397,390,443,229,720,646,428
1380,410,438,229,722,648,491
1336,454,437,245,634,650,491
1336,454,437,270,634,650,491
1336,454,437,251,727,650,491
1336,446,445,251,762,650,491
1336,315,551,251,762,556,510
1316,335,551,251,762,556,510
1275,323,604,255,799,558,511
1275,322,605,279,730,600,515
1248,349,608,279,526,605,515
1180,418,608,279,525,605,515
931,667,426,279,512,605,679
882,728,394,283,511,605,682
896,763,395,295,507,605,702
896,763,357,295,523,605,760
896,699,421,295,531,605,734
1043,706,397,299,518,639,689
1121,767,396,310,385,684,637
947,962,396,336,406,761,611
977,951,407,369,423,942,609
942,986,296,311,394,771,542
927,1014,290,306,519,740,505
907,1034,287,293,627,806,506
901,1040,287,271,708,788,457
990,1040,281,270,804,845,569
964,1066,281,269,858,797,618
846,1184,281,268,1013,671,668
799,1170,342,266,1046,628,674
555,1373,383,266,1134,629,674
526,1402,383,266,1138,639,674
518,1397,390,266,1108,642,670
515,1380,410,266,1034,802,634
528,1336,454,207,1034,955,634
528,1336,454,126,1035,955,640
528,1336,454,124,944,955,642
544,1336,446,124,909,955,648
545,1336,315,124,909,955,657
545,1316,335,124,924,959,720
545,1275,323,120,888,1143,729
545,1275,322,96,888,1155,737
668,1248,349,97,890,1187,737
670,1180,418,97,891,1189,737
670,931,667,97,893,1349,573
658,882,728,93,893,1453,570
608,896,763,87,930,1547,550
690,896,763,95,915,1547,527
693,896,699,116,848,1558,553
562,1043,706,167,850,1538,508
504,1121,767,579,849,1549,561
511,947,962,589,832,1473,654
478,977,951,564,820,1367,778
491,942,986,698,821,1388,848
478,927,1014,708,722,1416,842
497,907,1034,784,754,1408,841
513,901,1040,784,702,1425,854
424,990,1040,788,612,1467,743
424,964,1066,860,559,1437,694
425,846,1184,1055,410,1438,644
573,799,1170,1208,388,1438,636
693,555,1373,1302,306,1437,641
778,526,1402,1608,302,1427,641
936,518,1397,1659,332,1424,637
937,515,1380,1671,347,1262,637
925,528,1336,1669,377,1107,643
989,528,1336,1690,480,1112,642
1032,528,1336,1719,495,1119,661
1146,544,1336,1737,577,1143,657
1162,545,1336,1758,717,1316,630
1162,545,1316,1776,809,1323,567
1289,545,1275,1779,883,1214,557
1352,545,1275,1779,884,1217,541
1460,668,1248,1778,882,1180,541
1491,670,1180,1783,883,1209,541
1493,670,931,1826,887,1049,541
1533,658,882,1841,889,1079,541
1533,608,896,1872,852,1040,541
1452,690,896,1883,851,1127,520
