Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2,Accum_y-3
515,852,786,1200,389,1500,509,420,871,881,1618,1417,433,571,677
453,888,812,1199,367,1412,615,425,847,810,1713,1311,444,548,766
360,930,863,1145,411,1394,592,476,751,899,1689,1261,479,538,766
392,927,892,1126,430,1362,624,447,771,907,1656,1204,638,876,726
418,811,1008,1126,430,1362,624,446,772,906,1583,1278,724,869,685
423,801,1018,1122,434,1306,680,446,767,903,1591,1250,724,908,685
437,803,1018,1108,448,1296,690,446,767,901,1593,1235,762,959,662
379,857,1022,1022,534,1296,690,446,767,901,1588,1220,902,1144,723
378,825,1055,902,654,1296,690,446,716,952,1560,1237,903,1191,721
331,696,1231,873,683,1296,680,456,659,1009,1472,1290,903,1160,722
331,673,1254,866,690,1296,680,379,710,1035,1428,1175,903,1173,737
326,685,1232,884,694,1150,826,360,729,1035,1304,1213,903,1197,734
321,674,1251,830,748,1144,832,360,679,1028,1307,1267,951,1247,733
330,674,1251,775,803,1106,856,374,668,963,1382,1230,1112,1385,624
367,669,1256,775,803,1106,855,375,590,974,1417,1122,1159,1384,563
386,598,1327,763,815,1088,873,375,256,1304,1369,1173,1177,1384,563
291,716,1358,776,815,1088,873,375,255,1268,1313,1266,1183,1487,796
354,724,1299,835,793,1090,893,318,312,1267,1197,1383,1123,1512,796
341,730,1306,835,792,1047,937,318,312,1267,1155,1425,1195,1428,796
318,747,1233,914,790,1040,946,318,312,1267,1084,1448,1443,1468,796
330,747,1068,1079,722,1108,946,151,479,1267,962,1409,1443,1468,796
345,747,1040,1071,746,1111,716,380,489,1223,992,1376,1443,1468,772
345,747,989,1087,780,1108,707,352,530,1179,995,1399,1419,1470,749
567,747,945,920,991,989,826,352,530,1179,987,1401,1417,1456,740
653,715,977,917,994,657,1158,352,530,1179,984,1398,1417,1456,758
658,598,1094,917,978,610,1221,338,544,1179,936,1374,1311,1456,660
658,579,1112,846,1049,580,1252,333,549,1087,834,1320,1261,1346,649
658,579,1112,704,1086,667,1270,333,440,1196,659,1495,1204,1341,649
658,532,1158,463,1304,588,1373,333,434,1202,625,1529,1278,1341,649
658,532,1108,513,1243,546,1403,406,429,1207,565,1589,1250,1341,649
746,521,917,715,1240,497,1452,409,420,912,840,1618,1235,1213,649
746,515,852,786,1200,389,1500,509,420,871,881,1618,1220,1191,556
824,453,888,812,1199,367,1412,615,425,847,810,1713,1237,1288,468
841,360,930,863,1145,411,1394,592,476,751,899,1689,1290,1338,468
836,392,927,892,1126,430,1362,624,447,771,907,1656,1175,941,468
810,418,811,1008,1126,430,1362,624,446,772,906,1583,1213,941,468
805,423,801,1018,1122,434,1306,680,446,767,903,1591,1267,1017,468
846,437,803,1018,1108,448,1296,690,446,767,901,1593,1230,1114,468
848,379,857,1022,1022,534,1296,690,446,767,901,1588,1122,929,343
848,378,825,1055,902,654,1296,690,446,716,952,1560,1173,898,339
876,331,696,1231,873,683,1296,680,456,659,1009,1472,1266,879,338
876,331,673,1254,866,690,1296,680,379,710,1035,1428,1383,866,323
869,326,685,1232,884,694,1150,826,360,729,1035,1304,1425,842,323
1109,321,674,1251,830,748,1144,832,360,679,1028,1307,1448,933,325
1100,330,674,1251,775,803,1106,856,374,668,963,1382,1409,803,326
1063,367,669,1256,775,803,1106,855,375,590,974,1417,1376,782,326
1044,386,598,1327,763,815,1088,873,375,256,1304,1369,1399,782,376
977,291,716,1358,776,815,1088,873,375,255,1268,1313,1401,681,334
906,354,724,1299,835,793,1090,893,318,312,1267,1197,1398,656,392
906,341,730,1306,835,792,1047,937,318,312,1267,1155,1374,642,456
1077,318,747,1233,914,790,1040,946,318,312,1267,1084,1320,591,505
1153,330,747,1068,1079,722,1108,946,151,479,1267,962,1495,591,505
1138,345,747,1040,1071,746,1111,716,380,489,1223,992,1529,591,493
1138,345,747,989,1087,780,1108,707,352,530,1179,995,1589,608,507
916,567,747,945,920,991,989,826,352,530,1179,987,1618,624,759
870,653,715,977,917,994,657,1158,352,530,1179,984,1618,625,772
895,658,598,1094,917,978,610,1221,338,544,1179,936,1713,629,848
895,658,579,1112,846,1049,580,1252,333,549,1087,834,1689,629,848
900,658,579,1112,704,1086,667,1270,333,440,1196,659,1656,629,848
967,658,532,1158,463,1304,588,1373,333,434,1202,625,1583,629,848
971,658,532,1108,513,1243,546,1403,406,429,1207,565,1591,629,848
883,746,521,917,715,1240,497,1452,409,420,912,840,1593,629,848
883,746,515,852,786,1200,389,1500,509,420,871,881,1588,629,848
805,824,453,888,812,1199,367,1412,615,425,847,810,1560,532,847
808,841,360,930,863,1145,411,1394,592,476,751,899,1472,482,847
765,836,392,927,892,1126,430,1362,624,447,771,907,1428,482,847
766,810,418,811,1008,1126,430,1362,624,446,772,906,1304,482,957
832,805,423,801,1018,1122,434,1306,680,446,767,903,1307,367,957
820,846,437,803,1018,1108,448,1296,690,446,767,901,1382,219,1024
821,848,379,857,1022,1022,534,1296,690,446,767,901,1417,219,1024
821,848,378,825,1055,902,654,1296,690,446,716,952,1369,223,1024
793,876,331,696,1231,873,683,1296,680,456,659,1009,1313,223,1027
793,876,331,673,1254,866,690,1296,680,379,710,1035,1197,223,1076
793,869,326,685,1232,884,694,1150,826,360,729,1035,1155,223,1093
622,1109,321,674,1251,830,748,1144,832,360,679,1028,1084,82,1091
801,1100,330,674,1251,775,803,1106,856,374,668,963,962,88,1134
854,1063,367,669,1256,775,803,1106,855,375,590,974,992,124,1273
854,1044,386,598,1327,763,815,1088,873,375,256,1304,995,124,1657
854,977,291,716,1358,776,815,1088,873,375,255,1268,987,122,1456
854,906,354,724,1299,835,793,1090,893,318,312,1267,984,122,1398
869,906,341,730,1306,835,792,1047,937,318,312,1267,936,134,1334
704,1077,318,747,1233,914,790,1040,946,318,312,1267,834,188,1285
690,1153,330,747,1068,1079,722,1108,946,151,479,1267,659,222,1286
904,1138,345,747,1040,1071,746,1111,716,380,489,1223,625,501,1252
904,1138,345,747,989,1087,780,1108,707,352,530,1179,565,482,1297
904,916,567,747,945,920,991,989,826,352,530,1179,840,465,1045
864,870,653,715,977,917,994,657,1158,352,530,1179,881,465,1055
879,895,658,598,1094,917,978,610,1221,338,544,1179,810,461,1007
879,895,658,579,1112,846,1049,580,1252,333,549,1087,899,475,1007
874,900,658,579,1112,704,1086,667,1270,333,440,1196,907,531,1007
828,967,658,532,1158,463,1304,588,1373,333,434,1202,906,612,1019
877,971,658,532,1108,513,1243,546,1403,406,429,1207,903,617,1032
880,883,746,521,917,715,1240,497,1452,409,420,912,901,713,1135
880,883,746,515,852,786,1200,389,1500,509,420,871,901,831,1249
888,805,824,453,888,812,1199,367,1412,615,425,847,952,832,1249
869,808,841,360,930,863,1145,411,1394,592,476,751,1009,834,1249
865,765,836,392,927,892,1126,430,1362,624,447,771,1035,1012,1249
864,766,810,418,811,1008,1126,430,1362,624,446,772,1035,1021,1139
839,832,805,423,801,1018,1122,434,1306,680,446,767,1028,1044,1160
812,820,846,437,803,1018,1108,448,1296,690,446,767,963,1062,1093
809,821,848,379,857,1022,1022,534,1296,690,446,767,974,1132,1093
922,821,848,378,825,1055,902,654,1296,690,446,716,1304,1113,1093
922,793,876,331,696,1231,873,683,1296,680,456,659,1268,1113,1092
941,793,876,331,673,1254,866,690,1296,680,379,710,1267,1363,1044
943,793,869,326,685,1232,884,694,1150,826,360,729,1267,1469,1087
871,622,1109,321,674,1251,830,748,1144,832,360,679,1267,1553,1087
692,801,1100,330,674,1251,775,803,1106,856,374,668,1267,1539,1043
639,854,1063,367,669,1256,775,803,1106,855,375,590,1223,1666,904
639,854,1044,386,598,1327,763,815,1088,873,375,256,1179,1748,470
639,854,977,291,716,1358,776,815,1088,873,375,255,1179,1748,469
639,854,906,354,724,1299,835,793,1090,893,318,312,1179,1748,469
627,869,906,341,730,1306,835,792,1047,937,318,312,1179,1736,469
685,704,1077,318,747,1233,914,790,1040,946,318,312,1087,1682,469
687,690,1153,330,747,1068,1079,722,1108,946,151,479,1196,1670,468
473,904,1138,345,747,1040,1071,746,1111,716,380,489,1202,1391,468
683,904,1138,345,747,989,1087,780,1108,707,352,530,1207,1391,409
741,904,916,567,747,945,920,991,989,826,352,530,912,1391,409
758,864,870,653,715,977,917,994,657,1158,352,530,871,1390,354
713,879,895,658,598,1094,917,978,610,1221,338,544,847,1390,326
713,879,895,658,579,1112,846,1049,580,1252,333,549,751,1376,327
713,874,900,658,579,1112,704,1086,667,1270,333,440,771,1320,658
707,828,967,658,532,1158,463,1304,588,1373,333,434,772,1239,759
1057,877,971,658,532,1108,513,1243,546,1403,406,429,767,1234,776
1283,880,883,746,521,917,715,1240,497,1452,409,420,767,1138,673
1283,880,883,746,515,852,786,1200,389,1500,509,420,767,1020,560
1275,888,805,824,453,888,812,1199,367,1412,615,425,716,1022,610
1274,869,808,841,360,930,863,1145,411,1394,592,476,659,1020,652
1268,865,765,836,392,927,892,1126,430,1362,624,447,710,867,652
1268,864,766,810,418,811,1008,1126,430,1362,624,446,729,878,652
1227,839,832,805,423,801,1018,1122,434,1306,680,446,679,860,631
1209,812,820,846,437,803,1018,1108,448,1296,690,446,668,842,631
1209,809,821,848,379,857,1022,1022,534,1296,690,446,590,772,631
1096,922,821,848,378,825,1055,902,654,1296,690,446,256,771,631
1100,922,793,876,331,696,1231,873,683,1296,680,456,255,771,629
1081,941,793,876,331,673,1254,866,690,1296,680,379,312,527,628
1079,943,793,869,326,685,1232,884,694,1150,826,360,312,434,575
1079,871,622,1109,321,674,1251,830,748,1144,832,360,312,358,575
1079,692,801,1100,330,674,1251,775,803,1106,856,374,479,358,586
1079,639,854,1063,367,669,1256,775,803,1106,855,375,489,184,596
1079,639,854,1044,386,598,1327,763,815,1088,873,375,530,118,613
1155,639,854,977,291,716,1358,776,815,1088,873,375,530,174,652
1253,639,854,906,354,724,1299,835,793,1090,893,318,530,193,825
1302,627,869,906,341,730,1306,835,792,1047,937,318,544,381,842
1264,685,704,1077,318,747,1233,914,790,1040,946,318,549,630,842
1190,687,690,1153,330,747,1068,1079,722,1108,946,151,440,609,842
1257,473,904,1138,345,747,1040,1071,746,1111,716,380,434,613,842
1091,683,904,1138,345,747,989,1087,780,1108,707,352,429,677,842
1033,741,904,916,567,747,945,920,991,989,826,352,420,682,842
1065,758,864,870,653,715,977,917,994,657,1158,352,420,682,842
1065,713,879,895,658,598,1094,917,978,610,1221,338,425,683,843
1065,713,879,895,658,579,1112,846,1049,580,1252,333,476,683,842
1065,713,874,900,658,579,1112,704,1086,667,1270,333,447,683,511
1052,707,828,967,658,532,1158,463,1304,588,1373,333,446,683,398
649,1057,877,971,658,532,1108,513,1243,546,1403,406,446,683,368
420,1283,880,883,746,521,917,715,1240,497,1452,409,446,683,368
428,1283,880,883,746,515,852,786,1200,389,1500,509,446,683,367
491,1275,888,805,824,453,888,812,1199,367,1412,615,446,680,317
491,1274,869,808,841,360,930,863,1145,411,1394,592,456,680,275
491,1268,865,765,836,392,927,892,1126,430,1362,624,379,655,280
491,1268,864,766,810,418,811,1008,1126,430,1362,624,360,715,323
491,1227,839,832,805,423,801,1018,1122,434,1306,680,360,747,383
510,1209,812,820,846,437,803,1018,1108,448,1296,690,374,752,424
510,1209,809,821,848,379,857,1022,1022,534,1296,690,375,784,477
511,1096,922,821,848,378,825,1055,902,654,1296,690,375,934,481
515,1100,922,793,876,331,696,1231,873,683,1296,680,375,995,481
515,1081,941,793,876,331,673,1254,866,690,1296,680,318,990,483
515,1079,943,793,869,326,685,1232,884,694,1150,826,318,977,476
679,1079,871,622,1109,321,674,1251,830,748,1144,832,318,969,476
682,1079,692,801,1100,330,674,1251,775,803,1106,856,151,976,465
702,1079,639,854,1063,367,669,1256,775,803,1106,855,380,977,455
760,1079,639,854,1044,386,598,1327,763,815,1088,873,352,961,438
734,1155,639,854,977,291,716,1358,776,815,1088,873,352,928,493
689,1253,639,854,906,354,724,1299,835,793,1090,893,352,927,338
637,1302,627,869,906,341,730,1306,835,792,1047,937,338,739,402
611,1264,685,704,1077,318,747,1233,914,790,1040,946,333,490,471
609,1190,687,690,1153,330,747,1068,1079,722,1108,946,333,489,522
542,1257,473,904,1138,345,747,1040,1071,746,1111,716,333,485,547
505,1091,683,904,1138,345,747,989,1087,780,1108,707,406,421,547
506,1033,741,904,916,567,747,945,920,991,989,826,409,416,552
457,1065,758,864,870,653,715,977,917,994,657,1158,509,423,552
569,1065,713,879,895,658,598,1094,917,978,610,1221,615,422,561
618,1065,713,879,895,658,579,1112,846,1049,580,1252,592,422,561
668,1065,713,874,900,658,579,1112,704,1086,667,1270,624,485,563
674,1052,707,828,967,658,532,1158,463,1304,588,1373,624,485,573
674,649,1057,877,971,658,532,1108,513,1243,546,1403,680,565,573
674,420,1283,880,883,746,521,917,715,1240,497,1452,690,580,573
670,428,1283,880,883,746,515,852,786,1200,389,1500,690,580,647
634,491,1275,888,805,824,453,888,812,1199,367,1412,690,628,665
634,491,1274,869,808,841,360,930,863,1145,411,1394,680,636,680
640,491,1268,865,765,836,392,927,892,1126,430,1362,680,695,675
642,491,1268,864,766,810,418,811,1008,1126,430,1362,826,697,632
648,491,1227,839,832,805,423,801,1018,1122,434,1306,832,758,572
657,510,1209,812,820,846,437,803,1018,1108,448,1296,856,782,539
720,510,1209,809,821,848,379,857,1022,1022,534,1296,855,776,486
729,511,1096,922,821,848,378,825,1055,902,654,1296,873,885,482
737,515,1100,922,793,876,331,696,1231,873,683,1296,873,851,520
737,515,1081,941,793,876,331,673,1254,866,690,1296,893,927,518
737,515,1079,943,793,869,326,685,1232,884,694,1150,937,929,542
573,679,1079,871,622,1109,321,674,1251,830,748,1144,946,929,569
570,682,1079,692,801,1100,330,674,1251,775,803,1106,946,947,593
550,702,1079,639,854,1063,367,669,1256,775,803,1106,716,946,593
527,760,1079,639,854,1044,386,598,1327,763,815,1088,707,947,593
553,734,1155,639,854,977,291,716,1358,776,815,1088,826,924,499
508,689,1253,639,854,906,354,724,1299,835,793,1090,1158,906,607
561,637,1302,627,869,906,341,730,1306,835,792,1047,1221,993,619
654,611,1264,685,704,1077,318,747,1233,914,790,1040,1252,1105,666
778,609,1190,687,690,1153,330,747,1068,1079,722,1108,1270,1122,671
848,542,1257,473,904,1138,345,747,1040,1071,746,1111,1373,1128,668
842,505,1091,683,904,1138,345,747,989,1087,780,1108,1403,1196,668
841,506,1033,741,904,916,567,747,945,920,991,989,1452,1279,699
854,457,1065,758,864,870,653,715,977,917,994,657,1500,1278,699
743,569,1065,713,879,895,658,598,1094,917,978,610,1412,1278,689
694,618,1065,713,879,895,658,579,1112,846,1049,580,1394,1320,689
644,668,1065,713,874,900,658,579,1112,704,1086,667,1362,1292,687
636,674,1052,707,828,967,658,532,1158,463,1304,588,1362,1293,677
641,674,649,1057,877,971,658,532,1108,513,1243,546,1306,1213,677
641,674,420,1283,880,883,746,521,917,715,1240,497,1296,1198,689
637,670,428,1283,880,883,746,515,852,786,1200,389,1296,1242,680
637,634,491,1275,888,805,824,453,888,812,1199,367,1296,1194,667
643,634,491,1274,869,808,841,360,930,863,1145,411,1296,1186,660
642,640,491,1268,865,765,836,392,927,892,1126,430,1296,1127,680
661,642,491,1268,864,766,810,418,811,1008,1126,430,1150,1045,680
657,648,491,1227,839,832,805,423,801,1018,1122,434,1144,947,680
630,657,510,1209,812,820,846,437,803,1018,1108,448,1106,918,672
567,720,510,1209,809,821,848,379,857,1022,1022,534,1106,892,672
557,729,511,1096,922,821,848,378,825,1055,902,654,1088,633,672
541,737,515,1100,922,793,876,331,696,1231,873,683,1088,606,634
541,737,515,1081,941,793,876,331,673,1254,866,690,1090,529,642
541,737,515,1079,943,793,869,326,685,1232,884,694,1047,527,645
541,573,679,1079,871,622,1109,321,674,1251,830,748,1040,527,629
541,570,682,1079,692,801,1100,330,674,1251,775,803,1108,502,606
541,550,702,1079,639,854,1063,367,669,1256,775,803,1111,627,640
520,527,760,1079,639,854,1044,386,598,1327,763,815,1108,705,704
444,553,734,1155,639,854,977,291,716,1358,776,815,989,803,721
436,508,689,1253,639,854,906,354,724,1299,835,793,657,832,595
383,561,637,1302,627,869,906,341,730,1306,835,792,610,757,502
290,654,611,1264,685,704,1077,318,747,1233,914,790,580,714,386
169,778,609,1190,687,690,1153,330,747,1068,1079,722,667,707,336
99,848,542,1257,473,904,1138,345,747,1040,1071,746,588,777,314
98,842,505,1091,683,904,1138,345,747,989,1087,780,546,709,314
98,841,506,1033,741,904,916,567,747,945,920,991,497,704,278
85,854,457,1065,758,864,870,653,715,977,917,994,389,706,278
84,743,569,1065,713,879,895,658,598,1094,917,978,367,735,278
84,694,618,1065,713,879,895,658,579,1112,846,1049,411,731,319
84,644,668,1065,713,874,900,658,579,1112,704,1086,430,698,319
84,636,674,1052,707,828,967,658,532,1158,463,1304,430,704,319
88,641,674,649,1057,877,971,658,532,1108,513,1243,434,712,319
88,641,674,420,1283,880,883,746,521,917,715,1240,448,712,307
88,637,670,428,1283,880,883,746,515,852,786,1200,534,668,247
81,637,634,491,1275,888,805,824,453,888,812,1199,654,746,374
263,643,634,491,1274,869,808,841,360,930,863,1145,683,904,374
365,642,640,491,1268,865,765,836,392,927,892,1126,690,959,354
356,661,642,491,1268,864,766,810,418,811,1008,1126,694,1014,380
354,657,648,491,1227,839,832,805,423,801,1018,1122,748,1015,387
381,630,657,510,1209,812,820,846,437,803,1018,1108,803,1015,387
750,567,720,510,1209,809,821,848,379,857,1022,1022,803,1015,387
750,557,729,511,1096,922,821,848,378,825,1055,902,815,1015,387
750,541,737,515,1100,922,793,876,331,696,1231,873,815,1015,391
750,541,737,515,1081,941,793,876,331,673,1254,866,793,1015,384
750,541,737,515,1079,943,793,869,326,685,1232,884,792,1036,357
750,541,573,679,1079,871,622,1109,321,674,1251,830,790,1036,346
750,541,570,682,1079,692,801,1100,330,674,1251,775,722,1039,345
750,541,550,702,1079,639,854,1063,367,669,1256,775,746,914,311
736,520,527,760,1079,639,854,1044,386,598,1327,763,780,836,247
736,444,553,734,1155,639,854,977,291,716,1358,776,991,738,230
764,436,508,689,1253,639,854,906,354,724,1299,835,994,709,230
771,383,561,637,1302,627,869,906,341,730,1306,835,978,697,230
778,290,654,611,1264,685,704,1077,318,747,1233,914,1049,628,230
775,169,778,609,1190,687,690,1153,330,747,1068,1079,1086,622,224
