Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1,Accum_y-2
473,283,397,1449,693,896,699,421,1374,1207,133,330
473,283,389,1434,562,1043,706,397,1398,1162,133,330
473,275,395,1355,504,1121,767,396,1399,1159,119,297
459,243,441,1329,511,947,962,396,1399,1159,119,297
539,208,476,1329,478,977,951,407,1402,877,174,297
585,208,476,1316,491,942,986,296,1392,980,218,297
639,219,482,1316,478,927,1014,290,1339,1038,238,297
657,299,472,1307,497,907,1034,287,1340,961,317,297
654,304,471,1292,513,901,1040,287,1197,1062,317,317
647,298,476,1300,424,990,1040,281,1194,1071,316,297
647,297,462,1315,424,964,1066,281,1191,1074,316,292
646,299,462,1314,425,846,1184,281,1106,1159,316,292
564,366,477,1166,573,799,1170,342,906,1215,312,287
525,404,423,1101,693,555,1373,383,610,1508,252,295
499,430,423,1016,778,526,1402,383,459,1592,318,295
370,559,423,858,936,518,1397,390,443,1614,358,283
370,559,423,857,937,515,1380,410,438,1609,402,283
370,559,421,858,925,528,1336,454,437,1480,423,283
349,580,387,828,989,528,1336,454,437,1480,517,283
300,629,373,799,1032,528,1336,454,437,1479,612,288
300,629,364,678,1146,544,1336,446,445,1462,690,314
500,626,367,661,1162,545,1336,315,551,1281,846,314
523,615,378,661,1162,545,1316,335,551,1247,915,314
527,561,432,534,1289,545,1275,323,604,1246,917,314
527,561,432,471,1352,545,1275,322,605,1246,917,352
594,561,421,248,1460,668,1248,349,608,1178,961,360
594,561,417,218,1491,670,1180,418,608,1178,961,390
594,473,408,313,1493,670,931,667,426,1360,1193,360
596,473,343,338,1533,658,882,728,394,1392,1193,330
596,473,335,346,1533,608,896,763,395,1390,1186,287
596,473,303,377,1452,690,896,763,357,1375,1264,225
606,473,283,397,1449,693,896,699,421,1374,1330,154
944,473,283,389,1434,562,1043,706,397,1398,1330,154
977,473,275,395,1355,504,1121,767,396,1399,1327,144
980,459,243,441,1329,511,947,962,396,1399,1358,144
900,539,208,476,1329,478,977,951,407,1402,1303,186
871,585,208,476,1316,491,942,986,296,1392,1297,186
841,639,219,482,1316,478,927,1014,290,1339,1275,186
765,657,299,472,1307,497,907,1034,287,1340,1196,186
805,654,304,471,1292,513,901,1040,287,1197,1196,179
879,647,298,476,1300,424,990,1040,281,1194,1238,187
932,647,297,462,1315,424,964,1066,281,1191,1262,187
1012,646,299,462,1314,425,846,1184,281,1106,1265,187
1012,564,366,477,1166,573,799,1170,342,906,1260,218
1400,525,404,423,1101,693,555,1373,383,610,1238,255
1590,499,430,423,1016,778,526,1402,383,459,1182,364
1646,370,559,423,858,936,518,1397,390,443,1258,425
1647,370,559,423,857,937,515,1380,410,438,1214,425
1745,370,559,421,858,925,528,1336,454,437,1193,433
1764,349,580,387,828,989,528,1336,454,437,1099,433
1767,300,629,373,799,1032,528,1336,454,437,1004,428
1803,300,629,364,678,1146,544,1336,446,445,926,402
1603,500,626,367,661,1162,545,1336,315,551,770,402
1587,523,615,378,661,1162,545,1316,335,551,701,402
1658,527,561,432,534,1289,545,1275,323,604,700,402
1669,527,561,432,471,1352,545,1275,322,605,700,364
1649,594,561,421,248,1460,668,1248,349,608,701,356
1649,594,561,417,218,1491,670,1180,418,608,704,435
1649,594,473,408,313,1493,670,931,667,426,472,435
1647,596,473,343,338,1533,658,882,728,394,754,435
1647,596,473,335,346,1533,608,896,763,395,772,488
1647,596,473,303,377,1452,690,896,763,357,695,488
1637,606,473,283,397,1449,693,896,699,421,708,528
1299,944,473,283,389,1434,562,1043,706,397,750,630
1296,977,473,275,395,1355,504,1121,767,396,748,633
1326,980,459,243,441,1329,511,947,962,396,717,648
1326,900,539,208,476,1329,478,977,951,407,717,611
1309,871,585,208,476,1316,491,942,986,296,819,674
1269,841,639,219,482,1316,478,927,1014,290,822,674
1414,765,657,299,472,1307,497,907,1034,287,889,711
1372,805,654,304,471,1292,513,901,1040,287,889,698
1298,879,647,298,476,1300,424,990,1040,281,857,690
1245,932,647,297,462,1315,424,964,1066,281,963,726
1164,1012,646,299,462,1314,425,846,1184,281,960,741
1164,1012,564,366,477,1166,573,799,1170,342,954,760
902,1400,525,404,423,1101,693,555,1373,383,970,754
1349,1590,499,430,423,1016,778,526,1402,383,1165,864
1303,1646,370,559,423,858,936,518,1397,390,1083,811
1305,1647,370,559,423,857,937,515,1380,410,1084,1097
1209,1745,370,559,421,858,925,528,1336,454,1084,1101
1194,1764,349,580,387,828,989,528,1336,454,1152,1102
1191,1767,300,629,373,799,1032,528,1336,454,1152,1104
1155,1803,300,629,364,678,1146,544,1336,446,1152,1104
1158,1603,500,626,367,661,1162,545,1336,315,1152,1105
1170,1587,523,615,378,661,1162,545,1316,335,1154,1105
1189,1658,527,561,432,534,1289,545,1275,323,1206,1164
1178,1669,527,561,432,471,1352,545,1275,322,1207,1164
1131,1649,594,561,421,248,1460,668,1248,349,1162,1164
1145,1649,594,561,417,218,1491,670,1180,418,1159,1055
1312,1649,594,473,408,313,1493,670,931,667,1159,1055
1312,1647,596,473,343,338,1533,658,882,728,877,1055
1312,1647,596,473,335,346,1533,608,896,763,980,1002
1312,1647,596,473,303,377,1452,690,896,763,1038,1002
1312,1637,606,473,283,397,1449,693,896,699,961,962
1312,1299,944,473,283,389,1434,562,1043,706,1062,860
1282,1296,977,473,275,395,1355,504,1121,767,1071,857
1247,1326,980,459,243,441,1329,511,947,962,1074,859
1247,1326,900,539,208,476,1329,478,977,951,1159,854
1247,1309,871,585,208,476,1316,491,942,986,1215,812
1246,1269,841,639,219,482,1316,478,927,1014,1508,833
1079,1414,765,657,299,472,1307,497,907,1034,1592,811
1079,1372,805,654,304,471,1292,513,901,1040,1614,811
1079,1298,879,647,298,476,1300,424,990,1040,1609,937
1079,1245,932,647,297,462,1315,424,964,1066,1480,1032
1079,1164,1012,646,299,462,1314,425,846,1184,1480,1032
1079,1164,1012,564,366,477,1166,573,799,1170,1479,989
953,902,1400,525,404,423,1101,693,555,1373,1462,946
316,1349,1590,499,430,423,1016,778,526,1402,1281,729
607,1303,1646,370,559,423,858,936,518,1397,1247,735
604,1305,1647,370,559,423,857,937,515,1380,1246,451
646,1209,1745,370,559,421,858,925,528,1336,1246,458
650,1194,1764,349,580,387,828,989,528,1336,1178,457
702,1191,1767,300,629,373,799,1032,528,1336,1178,467
702,1155,1803,300,629,364,678,1146,544,1336,1360,552
740,1158,1603,500,626,367,661,1162,545,1336,1392,590
724,1170,1587,523,615,378,661,1162,545,1316,1390,590
645,1189,1658,527,561,432,534,1289,545,1275,1375,531
646,1178,1669,527,561,432,471,1352,545,1275,1374,536
646,1131,1649,594,561,421,248,1460,668,1248,1398,536
632,1145,1649,594,561,417,218,1491,670,1180,1399,536
509,1312,1649,594,473,408,313,1493,670,931,1399,542
509,1312,1647,596,473,343,338,1533,658,882,1402,598
509,1312,1647,596,473,335,346,1533,608,896,1392,729
545,1312,1647,596,473,303,377,1452,690,896,1339,829
633,1312,1637,606,473,283,397,1449,693,896,1340,832
633,1312,1299,944,473,283,389,1434,562,1043,1197,971
633,1282,1296,977,473,275,395,1355,504,1121,1194,1021
633,1247,1326,980,459,243,441,1329,511,947,1191,1004
633,1247,1326,900,539,208,476,1329,478,977,1106,1004
675,1247,1309,871,585,208,476,1316,491,942,906,997
675,1246,1269,841,639,219,482,1316,478,927,610,977
675,1079,1414,765,657,299,472,1307,497,907,459,980
675,1079,1372,805,654,304,471,1292,513,901,443,980
675,1079,1298,879,647,298,476,1300,424,990,438,854
675,1079,1245,932,647,297,462,1315,424,964,437,725
701,1079,1164,1012,646,299,462,1314,425,846,437,710
888,1079,1164,1012,564,366,477,1166,573,799,437,705
888,953,902,1400,525,404,423,1101,693,555,445,700
888,316,1349,1590,499,430,423,1016,778,526,551,728
587,607,1303,1646,370,559,423,858,936,518,551,714
587,604,1305,1647,370,559,423,857,937,515,604,712
574,646,1209,1745,370,559,421,858,925,528,605,718
573,650,1194,1764,349,580,387,828,989,528,608,753
523,702,1191,1767,300,629,373,799,1032,528,608,805
523,702,1155,1803,300,629,364,678,1146,544,426,861
482,740,1158,1603,500,626,367,661,1162,545,394,822
479,724,1170,1587,523,615,378,661,1162,545,395,822
464,645,1189,1658,527,561,432,534,1289,545,357,822
465,646,1178,1669,527,561,432,471,1352,545,421,817
465,646,1131,1649,594,561,421,248,1460,668,397,817
465,632,1145,1649,594,561,417,218,1491,670,396,817
421,509,1312,1649,594,473,408,313,1493,670,396,811
421,509,1312,1647,596,473,343,338,1533,658,407,770
421,509,1312,1647,596,473,335,346,1533,608,296,639
385,545,1312,1647,596,473,303,377,1452,690,290,540
345,633,1312,1637,606,473,283,397,1449,693,287,579
612,633,1312,1299,944,473,283,389,1434,562,287,440
722,633,1282,1296,977,473,275,395,1355,504,281,401
731,633,1247,1326,980,459,243,441,1329,511,281,402
908,633,1247,1326,900,539,208,476,1329,478,281,656
868,675,1247,1309,871,585,208,476,1316,491,342,642
873,675,1246,1269,841,639,219,482,1316,478,383,651
896,675,1079,1414,765,657,299,472,1307,497,383,633
905,675,1079,1372,805,654,304,471,1292,513,390,633
962,675,1079,1298,879,647,298,476,1300,424,410,633
1078,675,1079,1245,932,647,297,462,1315,424,454,676
1090,701,1079,1164,1012,646,299,462,1314,425,454,734
912,888,1079,1164,1012,564,366,477,1166,573,454,753
920,888,953,902,1400,525,404,423,1101,693,446,753
920,888,316,1349,1590,499,430,423,1016,778,315,723
920,587,607,1303,1646,370,559,423,858,936,335,723
920,587,604,1305,1647,370,559,423,857,937,323,723
889,574,646,1209,1745,370,559,421,858,925,322,698
882,573,650,1194,1764,349,580,387,828,989,349,663
891,523,702,1191,1767,300,629,373,799,1032,418,599
891,523,702,1155,1803,300,629,364,678,1146,667,458
891,482,740,1158,1603,500,626,367,661,1162,728,458
891,479,724,1170,1587,523,615,378,661,1162,763,458
891,464,645,1189,1658,527,561,432,534,1289,763,458
889,465,646,1178,1669,527,561,432,471,1352,699,458
889,465,646,1131,1649,594,561,421,248,1460,706,458
889,465,632,1145,1649,594,561,417,218,1491,767,458
985,421,509,1312,1649,594,473,408,313,1493,962,458
1082,421,509,1312,1647,596,473,343,338,1533,951,443
1090,421,509,1312,1647,596,473,335,346,1533,986,501
1090,385,545,1312,1647,596,473,303,377,1452,1014,505
1042,345,633,1312,1637,606,473,283,397,1449,1034,478
780,612,633,1312,1299,944,473,283,389,1434,1040,500
716,722,633,1282,1296,977,473,275,395,1355,1040,490
710,731,633,1247,1326,980,459,243,441,1329,1066,490
533,908,633,1247,1326,900,539,208,476,1329,1184,237
531,868,675,1247,1309,871,585,208,476,1316,1170,239
839,873,675,1246,1269,841,639,219,482,1316,1373,229
839,896,675,1079,1414,765,657,299,472,1307,1402,229
863,905,675,1079,1372,805,654,304,471,1292,1397,229
865,962,675,1079,1298,879,647,298,476,1300,1380,229
749,1078,675,1079,1245,932,647,297,462,1315,1336,245
715,1090,701,1079,1164,1012,646,299,462,1314,1336,270
713,912,888,1079,1164,1012,564,366,477,1166,1336,251
709,920,888,953,902,1400,525,404,423,1101,1336,251
890,920,888,316,1349,1590,499,430,423,1016,1336,251
1136,920,587,607,1303,1646,370,559,423,858,1316,251
1144,920,587,604,1305,1647,370,559,423,857,1275,255
1214,889,574,646,1209,1745,370,559,421,858,1275,279
1352,882,573,650,1194,1764,349,580,387,828,1248,279
1470,891,523,702,1191,1767,300,629,373,799,1180,279
1507,891,523,702,1155,1803,300,629,364,678,931,279
1507,891,482,740,1158,1603,500,626,367,661,882,283
1507,891,479,724,1170,1587,523,615,378,661,896,295
1507,891,464,645,1189,1658,527,561,432,534,896,295
1507,889,465,646,1178,1669,527,561,432,471,896,295
1659,889,465,646,1131,1649,594,561,421,248,1043,299
1758,889,465,632,1145,1649,594,561,417,218,1121,310
1805,985,421,509,1312,1649,594,473,408,313,947,336
1768,1082,421,509,1312,1647,596,473,343,338,977,369
1812,1090,421,509,1312,1647,596,473,335,346,942,311
1828,1090,385,545,1312,1647,596,473,303,377,927,306
2000,1042,345,633,1312,1637,606,473,283,397,907,293
2010,780,612,633,1312,1299,944,473,283,389,901,271
2055,716,722,633,1282,1296,977,473,275,395,990,270
2052,710,731,633,1247,1326,980,459,243,441,964,269
2060,533,908,633,1247,1326,900,539,208,476,846,268
2065,531,868,675,1247,1309,871,585,208,476,799,266
1789,839,873,675,1246,1269,841,639,219,482,555,266
1767,839,896,675,1079,1414,765,657,299,472,526,266
1734,863,905,675,1079,1372,805,654,304,471,518,266
1675,865,962,675,1079,1298,879,647,298,476,515,266
1675,749,1078,675,1079,1245,932,647,297,462,528,207
1683,715,1090,701,1079,1164,1012,646,299,462,528,126
1687,713,912,888,1079,1164,1012,564,366,477,528,124
1719,709,920,888,953,902,1400,525,404,423,544,124
1538,890,920,888,316,1349,1590,499,430,423,545,124
1292,1136,920,587,607,1303,1646,370,559,423,545,124
1286,1144,920,587,604,1305,1647,370,559,423,545,120
1218,1214,889,574,646,1209,1745,370,559,421,545,96
1080,1352,882,573,650,1194,1764,349,580,387,668,97
951,1470,891,523,702,1191,1767,300,629,373,670,97
914,1507,891,523,702,1155,1803,300,629,364,670,97
928,1507,891,482,740,1158,1603,500,626,367,658,93
928,1507,891,479,724,1170,1587,523,615,378,608,87
997,1507,891,464,645,1189,1658,527,561,432,690,95
997,1507,889,465,646,1178,1669,527,561,432,693,116
845,1659,889,465,646,1131,1649,594,561,421,562,167
746,1758,889,465,632,1145,1649,594,561,417,504,579
617,1805,985,421,509,1312,1649,594,473,408,511,589
557,1768,1082,421,509,1312,1647,596,473,343,478,564
511,1812,1090,421,509,1312,1647,596,473,335,491,698
497,1828,1090,385,545,1312,1647,596,473,303,478,708
325,2000,1042,345,633,1312,1637,606,473,283,497,784
310,2010,780,612,633,1312,1299,944,473,283,513,784
219,2055,716,722,633,1282,1296,977,473,275,424,788
219,2052,710,731,633,1247,1326,980,459,243,424,860
211,2060,533,908,633,1247,1326,900,539,208,425,1055
234,2065,531,868,675,1247,1309,871,585,208,573,1208
197,1789,839,873,675,1246,1269,841,639,219,693,1302
196,1767,839,896,675,1079,1414,765,657,299,778,1608
196,1734,863,905,675,1079,1372,805,654,304,936,1659
196,1675,865,962,675,1079,1298,879,647,298,937,1671
279,1675,749,1078,675,1079,1245,932,647,297,925,1669
267,1683,715,1090,701,1079,1164,1012,646,299,989,1690
256,1687,713,912,888,1079,1164,1012,564,366,1032,1719
328,1719,709,920,888,953,902,1400,525,404,1146,1737
328,1538,890,920,888,316,1349,1590,499,430,1162,1758
358,1292,1136,920,587,607,1303,1646,370,559,1162,1776
441,1286,1144,920,587,604,1305,1647,370,559,1289,1779
440,1218,1214,889,574,646,1209,1745,370,559,1352,1779
443,1080,1352,882,573,650,1194,1764,349,580,1460,1778
614,951,1470,891,523,702,1191,1767,300,629,1491,1783
626,914,1507,891,523,702,1155,1803,300,629,1493,1826
612,928,1507,891,482,740,1158,1603,500,626,1533,1841
613,928,1507,891,479,724,1170,1587,523,615,1533,1872
544,997,1507,891,464,645,1189,1658,527,561,1452,1883
624,997,1507,889,465,646,1178,1669,527,561,1449,2057
640,845,1659,889,465,646,1131,1649,594,561,1434,2057
688,746,1758,889,465,632,1145,1649,594,561,1355,1690
702,617,1805,985,421,509,1312,1649,594,473,1329,1871
816,557,1768,1082,421,509,1312,1647,596,473,1329,1902
821,511,1812,1090,421,509,1312,1647,596,473,1316,1787
829,497,1828,1090,385,545,1312,1647,596,473,1316,1792
906,325,2000,1042,345,633,1312,1637,606,473,1307,1719
917,310,2010,780,612,633,1312,1299,944,473,1292,1719
942,219,2055,716,722,633,1282,1296,977,473,1300,1715
942,219,2052,710,731,633,1247,1326,980,459,1315,1654
945,211,2060,533,908,633,1247,1326,900,539,1314,1464
938,234,2065,531,868,675,1247,1309,871,585,1166,1311
990,197,1789,839,873,675,1246,1269,841,639,1101,1217
1012,196,1767,839,896,675,1079,1414,765,657,1016,911
1013,196,1734,863,905,675,1079,1372,805,654,858,860
1013,196,1675,865,962,675,1079,1298,879,647,857,852
930,279,1675,749,1078,675,1079,1245,932,647,858,897
987,267,1683,715,1090,701,1079,1164,1012,646,828,948
1003,256,1687,713,912,888,1079,1164,1012,564,799,1015
895,328,1719,709,920,888,953,902,1400,525,678,1006
960,328,1538,890,920,888,316,1349,1590,499,661,985
935,358,1292,1136,920,587,607,1303,1646,370,661,967
861,441,1286,1144,920,587,604,1305,1647,370,534,964
910,440,1218,1214,889,574,646,1209,1745,370,471,973
943,443,1080,1352,882,573,650,1194,1764,349,248,973
772,614,951,1470,891,523,702,1191,1767,300,218,968
760,626,914,1507,891,523,702,1155,1803,300,313,925
760,612,928,1507,891,482,740,1158,1603,500,338,941
759,613,928,1507,891,479,724,1170,1587,523,346,904
